Ticker,Date,Open,High,Low,Close,Volume,RSI
INTC,2024-09-24,22.530000686645508,23.110000610351562,22.290000915527344,22.809999465942383,113082500,75.60606756814946
INTC,2024-09-25,22.799999237060547,24.059999465942383,22.729999542236328,23.540000915527344,117013400,78.35618363959354
AMAT,2024-09-16,185.0,187.91000366210938,183.13999938964844,187.5800018310547,5915800,41.782054336369576
AMAT,2024-09-17,189.5,190.5,185.97999572753906,188.58999633789062,4026100,42.93862056773881
AMAT,2024-09-18,190.75999450683594,191.66000366210938,185.75,186.13999938964844,4266900,43.3048962547084
AMAT,2024-09-19,194.5500030517578,198.3300018310547,192.91000366210938,196.7100067138672,7326100,53.06291013174836
AMAT,2024-09-20,194.35000610351562,195.52999877929688,189.47000122070312,192.16000366210938,14306900,45.830614934804586
AMAT,2024-09-23,194.4199981689453,195.63999938964844,192.69000244140625,194.0399932861328,4457900,60.85452981332734
AMAT,2024-09-24,196.50999450683594,197.85000610351562,193.75999450683594,196.77999877929688,4849700,64.14537880473004
AMAT,2024-09-25,195.2899932861328,200.2899932861328,195.2899932861328,197.30999755859375,5060100,67.31587988492599
INTU,2024-09-16,655.239990234375,656.010009765625,643.4299926757812,646.25,939700,61.46850921637783
